web_scraper_order,web_scraper_start_url,auto_link,marque_modele,annee,prix,kilometrage,boite_de_vitesse,region
"1786646501-1","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-grand-wagoneer-dakar-dakar-30526","Jeep Grand Wagoneer","White","8 900 000","N/A","Automatique","Dakar"
"1786646511-2","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-sonata-dakar-dakar-30527","Hyundai Sonata","Autre","4 000 000","N/A","Automatique","Dakar"
"1786646516-3","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c3-dakar-dakar-30528","Citroen C3","Autre","3 500 000","N/A","Manuelle","Dakar"
"1786646519-4","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-edge-dakar-dakar-30529","Ford Edge","Autre","1 900 000","N/A","Automatique","Dakar"
"1786646532-5","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-e200-dakar-dakar-30530","Mercedes-Benz E200","Blanc","1 700 000","N/A","Manuelle","Dakar"
"1786646537-6","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-asx-dakar-dakar-30531","Mitsubishi ASX","Noir","7 800 000","N/A","Manuelle","Dakar"
"1786646543-7","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-corolla-dakar-dakar-30532","Toyota Corolla","Autre","3 500 000","N/A","Automatique","Dakar"
"1786646545-8","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-5008-dakar-dakar-30533","Peugeot 5008","Autre","3 500 000","N/A","Manuelle","Dakar"
"1786646548-9","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-qashqai-dakar-dakar-30534","Nissan Qashqai","Autre","2 650 000","N/A","Manuelle","Dakar"
"1786646556-10","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-avante-dakar-dakar-30535","Hyundai Avante","Autre","5 200 000","N/A","Automatique","Dakar"
"1786646561-11","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-30536","Peugeot 308","Autre","3 950 000","N/A","Manuelle","Dakar"
"1786646563-12","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-30537","Hyundai Tucson","Blanc","4 500 000","N/A","Automatique","Dakar"
"1786646566-13","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mini-cooper-s-clubman-dakar-dakar-30538","Mini Cooper S clubman","Noir","4 950 000","N/A","Automatique","Dakar"
"1786646568-14","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-30539","Ford Escape","Noir","2 350 000","N/A","Automatique","Dakar"
"1786646571-15","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-5008-dakar-dakar-30540","Peugeot 5008","Autre","3 500 000","N/A","Manuelle","Dakar"
"1786646573-16","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-dodge-challenger-dakar-dakar-30541","Dodge Challenger","Autre","6 500 000","N/A","Automatique","Dakar"
"1786646577-17","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-sandero-rs-dakar-dakar-30542","Renault Sandero RS","Blanc","7 700 000","N/A","Automatique","Dakar"
"1786646580-18","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-3008-dakar-dakar-30543","Peugeot 3008","Autre","15 500 000","N/A","Automatique","Dakar"
"1786646584-19","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-sonata-dakar-dakar-30544","Hyundai Sonata","Autre","12 500 000","N/A","Automatique","Dakar"
"1786646587-20","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=100&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-5-dakar-dakar-30545","Mazda CX-5","Blanc","8 500 000","N/A","Automatique","Dakar"
"1786646596-21","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-5-dakar-dakar-30546","Mazda CX-5","Autre","13 000 000","N/A","Automatique","Dakar"
"1786646598-22","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-5-dakar-dakar-30547","Mazda CX-5","Noir","8 700 000","N/A","Automatique","Dakar"
"1786646601-23","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-kwid-dakar-dakar-30548","Renault KWID","Rouge","6 700 000","N/A","Automatique","Dakar"
"1786646605-24","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sorento-dakar-dakar-30549","Kia Sorento","Autre","4 800 000","N/A","Automatique","Dakar"
"1786646608-25","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-406-dakar-dakar-30550","Peugeot 406","Autre","2 200 000","N/A","Manuelle","Dakar"
"1786646611-26","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-30551","Ford Focus","Autre","2 700 000","N/A","Automatique","Dakar"
"1786646614-27","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x3-dakar-dakar-30552","BMW X3","Blanc","3 000 000","2012","Automatique","Dakar"
"1786646617-28","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-f-150-dakar-dakar-30553","Ford F–150","2016","","125 000 km","Automatique","Dakar"
"1786646620-29","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-rvr-dakar-dakar-30554","Mitsubishi RVR","2017","","128 000 km","Automatique","Dakar"
"1786646623-30","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-explorer-dakar-dakar-30555","Ford Explorer","Gris","6 960 000","2017","Automatique","Dakar"
"1786646625-31","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-fusion-dakar-dakar-30559","Ford Fusion","Blanc","3 950 000","2013","Automatique","Dakar"
"1786646628-32","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30563","Hyundai Santa Fe","2015","6 800 000","102 000 km","Automatique","Dakar"
"1786646630-33","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav-4-dakar-dakar-30566","Toyota Rav 4","Gris","8 500 000","2015","Manuelle","Dakar"
"1786646633-34","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-hilux-dakar-dakar-30567","Toyota Hilux","2022","","79 472 km","Automatique","Dakar"
"1786646635-35","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-sentra-dakar-scmz-30569","Nissan Sentra","2016","6 000 000","95 000 km","Automatique","Dakar"
"1786646638-36","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-volkswagen-fox-dakar-dakar-30571","Volkswagen Fox","Noir","1 950 000","2010","Manuelle","Dakar"
"1786646641-37","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sportage-dakar-dakar-30572","Kia Sportage","2016","9 300 000","70 000 km","Automatique","Dakar"
"1786646643-38","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-compass-dakar-dakar-30573","Jeep Compass","Bleu","5 950 000","2017","Automatique","Dakar"
"1786646646-39","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-micra-dakar-dakar-30574","Nissan Micra","Noir","3 300 000","2013","Automatique","Dakar"
"1786646654-40","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=99&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-dakar-dakar-30575","Toyota RAV4","2017","8 500 000","130 000 km","Automatique","Dakar"
"1786646666-41","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30576","Hyundai Santa Fe","2019","12 900 000","65 000 km","Automatique","Dakar"
"1786646669-42","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-compass-dakar-dakar-30578","Jeep Compass","Noir","3 700 000","2015","Automatique","Dakar"
"1786646675-43","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-fusion-dakar-dakar-30579","Ford Fusion","2019","7 500 000","86 000 km","Automatique","Dakar"
"1786646678-44","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-gle-dakar-dakar-30580","Mercedes‒Benz GLE","Noir","80 000 000","2021","Automatique","Dakar"
"1786646683-45","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-chevrolet-captiva-dakar-rufisque-30585","Chevrolet Captiva","Gris","4 500 000","2013","Automatique","Rufisque"
"1786646686-46","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-30589","Peugeot 308","Bleu","7 500 000","2018","Manuelle","Dakar"
"1786646692-47","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-dakar-dakar-30590","Toyota RAV4","2017","8 900 000","130 000 km","Automatique","Dakar"
"1786646697-48","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sorento-dakar-dakar-30591","Kia Sorento","Noir","","2011","Automatique","Dakar"
"1786646700-49","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c4-dakar-dakar-30600","Citroen C4","Noir","","2014","Manuelle","Dakar"
"1786646703-50","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-patriot-dakar-dakar-30601","Jeep Patriot","2016","","163 000 km","Automatique","Dakar"
"1786646706-51","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-edge-dakar-dakar-30606","Ford Edge","2016","3 950 000","120 000 km","Automatique","Dakar"
"1786646710-52","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-30607","Hyundai Tucson","Other","8 950 000","2017","Automatique","Dakar"
"1786646714-53","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-tesla-model-s-dakar-dakar-30608","Tesla Model S","2016","24 000 000","69 380 km","Automatique","Dakar"
"1786646717-54","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-30609","Ford Focus","Rouge","5 000 000","2015","Automatique","Dakar"
"1786646721-55","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-avensis-dakar-dakar-30624","Toyota Avensis","Noir","5 300 000","2017","Manuelle","Dakar"
"1786646725-56","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-prado-dakar-dakar-30625","Toyota Prado","2017","23 900 000","99 000 km","Automatique","Dakar"
"1786646734-57","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-cherokee-dakar-dakar-30626","Jeep Cherokee","Gris","7 300 000","2017","Automatique","Dakar"
"1786646738-58","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x5-m-dakar-dakar-30627","BMW X5 M","Noir","15 000 000","2017","Automatique","Dakar"
"1786646740-59","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x4-dakar-dakar-30628","BMW X4","2017","21 000 000","70 000 km","Automatique","Dakar"
"1786646743-60","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=98&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-prado-dakar-dakar-30629","Toyota Prado","2020","26 000 000","100 000 km","Manuelle","Dakar"
"1786646749-61","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-land-rover-range-rover-velar-dakar-dakar-30630","Land Rover Range Rover Velar","2019","30 000 000","44 800 km","Automatique","Dakar"
"1786646751-62","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x7-dakar-dakar-30631","BMW X7","Noir","47 000 000","2022","Automatique","Dakar"
"1786646755-63","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-micra-dakar-dakar-30632","Nissan Micra","2015","2 950 000","103 000 km","Automatique","Dakar"
"1786646762-64","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30637","Hyundai Santa Fe","Gris","5 500 000","2013","Automatique","Dakar"
"1786646767-65","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-2008-dakar-dakar-30638","Peugeot 2008","Blanc","7 300 000","2016","Automatique","Dakar"
"1786646770-66","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-rogue-dakar-dakar-30642","Nissan Rogue","2012","","255 475 km","Automatique","Dakar"
"1786646773-67","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c4-cactus-dakar-dakar-30643","Citroen C4 Cactus","2019","8 900 000","150 000 km","Automatique","Dakar"
"1786646776-68","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-xg-dakar-dakar-30644","Hyundai XG","2020","19 500 000","82 000 km","Automatique","Dakar"
"1786646780-69","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x6-m-dakar-dakar-30650","BMW X6 M","Noir","28 500 000","2018","Automatique","Dakar"
