web_scraper_order,web_scraper_start_url,auto_link,marque_modele,annee,prix,kilometrage,boite_de_vitesse,region
"1786656982-1403","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=30&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c3-aircross-dakar-dakar-33590","Citroen C3 Aircross","2017","6 800 000","145 000 km","Manuelle","Dakar"
"1786656984-1404","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=30&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-kolda-dabo-33591","Hyundai Santa Fe","2007","","242 200 km","Manuelle","Dabo"
"1786656987-1405","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=30&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-kolda-dabo-33592","Hyundai Santa Fe","2007","","242 200 km","Manuelle","Dabo"
"1786656989-1406","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=30&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-land-cruiser-dakar-dakar-33593","Toyota Land Cruiser","2018","","120 000 km","Automatique","Dakar"
"1786656998-1407","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-sonata-region-de-thies-thies-33595","Hyundai Sonata","2012","","130 000 km","Automatique","Thiès"
"1786657000-1408","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-duster-dakar-dakar-33596","Renault Duster","2019","","85 000 km","Manuelle","Dakar"
"1786657002-1409","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-k5-dakar-dakar-33597","Kia K5","2019","","90 000 km","Automatique","Dakar"
"1786657005-1410","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-k5-dakar-dakar-33598","Kia K5","2019","","90 000 km","Automatique","Dakar"
"1786657007-1411","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-cee-d-diourbel-bambey-33599","Kia Cee'd","2022","5 000 000","145 000 km","Manuelle","Bambey"
"1786657010-1412","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-diourbel-bambey-33600","Hyundai Tucson","2006","2 500 000","235 000 km","Manuelle","Bambey"
"1786657012-1413","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-ziguinchor-bignona-33601","Toyota RAV4","2000","2 500 000","270 000 km","Manuelle","Bignona"
"1786657014-1414","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-33602","Ford Escape","2014","2 200 000","140 000 km","Manuelle","Dakar"
"1786657018-1415","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-glc-dakar-dakar-33603","Mercedes‒Benz GLC","2021","","620 000 km","Automatique","Dakar"
"1786657020-1416","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-bagmati-behind-berlin-33604","Toyota RAV4","2002","2 200 000","180 000 km","Manuelle","Behind berlin"
"1786657023-1417","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-ziguinchor-bignona-33605","Toyota RAV4","2016","6 000 000","150 000 km","Manuelle","Bignona"
"1786657026-1418","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x4-dakar-dakar-33606","BMW X4","2015","","158 072 km","Automatique","Dakar"
"1786657028-1419","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-kolda-dabo-33607","Toyota RAV4","2006","","321 722 km","Manuelle","Dabo"
"1786657031-1420","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-l200-region-de-thies-thies-33608","Mitsubishi L200","2022","","135 000 km","Manuelle","Thiès"
"1786657033-1421","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-208-gti-region-de-thies-thies-33609","Peugeot 208 GTi","2019","4 500 000","88 000 km","Manuelle","Thiès"
"1786657036-1422","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-wartburg-1-3-dakar-dakar-33610","Wartburg 1.3","Autre","2 800 000","2016","Manuelle","Dakar"
"1786657038-1423","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-scorpio-dakar-dakar-33611","Ford Scorpio","Autre","1 400 000","2013","Manuelle","Dakar"
"1786657041-1424","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-c180-dakar-dakar-33612","Mercedes-Benz C180","Autre","4 900 000","2018","Manuelle","Dakar"
"1786657043-1425","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-3008-dakar-dakar-33613","Peugeot 3008","Autre","8 900 000","2018","Manuelle","Dakar"
"1786657046-1426","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=29&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-fusion-dakar-dakar-33614","Ford Fusion","Other","6 500 000","2017","Manuelle","Dakar"
"1786657051-1427","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-compass-dakar-dakar-33615","Jeep Compass","Autre","9 500 000","2019","Manuelle","Dakar"
"1786657054-1428","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-duster-dakar-dakar-33616","Renault Duster","2018","6 800 000","9 500 km","Manuelle","Dakar"
"1786657057-1429","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx3-louga-dahra-33617","Mazda Cx3","2016","8 700 000","8 500 km","Manuelle","Dahra"
"1786657059-1430","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-saint-louis-dagana-33618","Peugeot 308","2018","7 500 000","86 000 km","Automatique","Dagana"
"1786657062-1431","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-clio-dakar-dakar-33619","Renault Clio","2014","3 600 000","5 640 km","Manuelle","Dakar"
"1786657064-1432","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-rvr-dakar-dakar-33620","Mitsubishi RVR","2013","4 250 000","12 000 km","Manuelle","Dakar"
"1786657067-1433","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-kolda-dabo-33621","Toyota RAV4","2021","","66 000 km","Automatique","Dabo"
"1786657070-1434","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-chevrolet-astra-dakar-dakar-33622","Chevrolet Astra","2014","3 600 000","5 632 km","Manuelle","Dakar"
"1786657072-1435","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-33623","Ford Escape","Autre","3 800 000","2014","Automatique","Dakar"
"1786657075-1436","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-duster-dakar-dakar-33624","Renault Duster","Autre","7 000 000","2016","Manuelle","Dakar"
"1786657077-1437","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-sentra-dakar-dakar-33625","Nissan Sentra","Autre","1 900 000","2019","Manuelle","Dakar"
"1786657080-1438","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-33626","Hyundai Santa Fe","Autre","9 800 000","2017","Manuelle","Dakar"
"1786657082-1439","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-3008-dakar-dakar-33627","Peugeot 3008","Autre","7 800 000","2018","Manuelle","Dakar"
"1786657085-1440","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-33628","Hyundai Tucson","Autre","6 800 000","2017","Manuelle","Dakar"
"1786657088-1441","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-gti-dakar-dakar-33629","Peugeot 308 GTi","Autre","","2019","Manuelle","Dakar"
"1786657090-1442","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-5-dakar-dakar-33630","Mazda CX-5","Autre","7 800 000","2017","Manuelle","Dakar"
"1786657093-1443","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-5-dakar-dakar-33631","Mazda CX-5","2016","7 800 000","7 634 km","Manuelle","Dakar"
"1786657095-1444","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-33632","Hyundai Tucson","Autre","7 800 000","2019","Manuelle","Dakar"
"1786657098-1445","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sportage-bagmati-behind-berlin-33633","Kia Sportage","2017","5 000 000","166 167 km","Manuelle","Behind berlin"
"1786657103-1446","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=28&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-bagmati-behind-berlin-33634","Hyundai Tucson","2019","5 500 000","54 099 km","Manuelle","Behind berlin"
"1786657121-1447","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-ziguinchor-bignona-33635","Ford Focus","2013","3 500 000","83 927 km","Manuelle","Bignona"
"1786657128-1448","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-mustang-dakar-dakar-33636","FORD MUSTANG","2009","","130 000 km","Automatique","Dakar"
"1786657132-1449","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-spacestar-bagmati-behind-berlin-33637","Mitsubishi Spacestar","2014","3 000 000","128 781 km","Automatique","Behind berlin"
"1786657135-1450","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-eclipse-cross-dakar-dakar-33638","Mitsubishi Eclipse Cross","2022","","74 000 km","Automatique","Dakar"
"1786657138-1451","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-c-max-diourbel-bambey-33639","Ford C-MAX","2018","5 000 000","98 222 km","Manuelle","Bambey"
"1786657143-1452","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-eon-kolda-dabo-33640","Hyundai EON","2025","","6 000 km","Automatique","Dabo"
"1786657146-1453","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-gmc-sierra-region-de-thies-thies-33641","GMC Sierra","2024","8 000 000","48 500 km","Automatique","Thiès"
"1786657149-1454","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-gmc-sierra-saint-louis-podor-33642","GMC Sierra","2024","10 000 000","49 000 km","Automatique","Podor"
"1786657153-1455","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-9-dakar-dakar-33643","Mazda CX-9","2023","7 000 000","36 000 km","Automatique","Dakar"
"1786657158-1456","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c4-cactus-dakar-dakar-33644","Citroen C4 Cactus","Autre","","2017","Automatique","Dakar"
"1786657162-1457","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-hilux-dakar-dakar-33645","Toyota Hilux","2021","","164 000 km","Manuelle","Dakar"
"1786657165-1458","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-9-kolda-marsassoum-33646","Mazda CX-9","2020","5 000 000","119 000 km","Automatique","Marsassoum"
"1786657169-1459","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-2008-bagmati-behind-berlin-33647","Peugeot 2008","2022","5 500 000","65 000 km","Automatique","Behind berlin"
"1786657175-1460","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-2008-bluehdi-saint-louis-dagana-33648","Peugeot 2008 bluehdi","2018","4 000 000","120 000 km","Automatique","Dagana"
"1786657180-1461","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-range-rover-range-rover-louga-dahra-33649","Range Rover Range Rover","2024","22 000 000","60 000 km","Automatique","Dahra"
"1786657190-1462","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-glc-250d-dakar-damniadio-33650","Mercedes-Benz GLC 250D","2017","8 000 000","117 000 km","Automatique","Damniadio"
"1786657195-1463","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-coupe-ziguinchor-bignona-33651","Hyundai Coupe","2025","","6 000 km","Automatique","Bignona"
"1786657198-1464","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-cee-d-ziguinchor-bignona-33652","Kia Cee'd","2013","3 000 000","158 500 km","Manuelle","Bignona"
"1786657201-1465","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-cee-d-diourbel-bambey-33653","Kia Cee'd","2013","3 000 000","190 758 km","Manuelle","Bambey"
"1786657204-1466","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=27&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-picanto-saint-louis-dagana-33654","Kia Picanto","2006","2 500 000","203 853 km","Manuelle","Dagana"
"1786657210-1467","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=26&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-stonic-kolda-dabo-33655","Kia Stonic","2026","","3 532 km","Manuelle","Dabo"
"1786657215-1468","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=26&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-2008-ziguinchor-bignona-33656","Peugeot 2008","2022","","5 955 km","Automatique","Bignona"
"1786657217-1469","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=26&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c3-aircross-dakar-dakar-33657","Citroen C3 Aircross","2024","","18 630 km","Manuelle","Dakar"
"1786657220-1470","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=26&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-33658","Hyundai Santa Fe","2017","","120 000 km","Automatique","Dakar"
